ID_ORIG,NAME,LAENGE,DTV,SLKW,LLKW,BUS,KRAD,N_BETROF,EM_NOX,EM_PM10,EM_PM25,GNO2_M,GPM10_M,GPM25_M,MB4_EMNOX,MB4_EM_PM1,MB4_EMPM25,MB4_GNO2,MB4_GPM10,MB4_GPM25,alias
1042,Siemensstr.,39.01,8162,449,661,73,114,1,4.57,0.7,0.42,21,25.31,16.67,0,0,0,0,-2.92,-2.85,908
1043,Quitzowstr.,40.9,6192,341,502,74,87,6,3.44,0.51,0.3,20.77,25.23,16.63,0,0,0,0,-2.86,-2.78,909
1044,Quitzowstr.,74.79,6192,341,502,74,87,34,3.44,0.51,0.3,23.06,25.98,17.09,0,0,0,0,-2.71,-2.64,910
1045,Sylter Str.,151.08,9820,255,737,10,98,49,4.44,0.69,0.42,20.35,25.08,16.55,0,0,0,0,-2.23,-2.16,911
10515,Seestr.,468.12,71982,2807,5687,216,1008,0,40.9,5.29,3.27,18.82,25.24,16.49,0,0,0,0,-2.19,-2.14,9543
10537,Beusselstr.,163.35,39447,1933,3195,552,552,7,23.61,3.52,2.13,23.84,26.79,17.37,0,0,0,0,-2.25,-2.21,9562
10538,Beusselstr.,122.73,39447,1933,3195,552,552,8,23.61,3.52,2.13,26.67,27.5,17.88,0,0,0,0,-2.08,-2.04,9563
10539,Beusselstr.,132.99,39447,1933,3195,552,552,0,23.61,3.52,2.13,21.65,24.98,16.57,0,0,0,0,-2.22,-2.14,9564
10733,Richard-Wagner-Str.,58.9,7775,132,560,78,78,9,3.38,0.53,0.32,20.9,24.26,16.25,0,0,0,0,-2.9,-2.76,9740
10734,Richard-Wagner-Str.,22.62,7775,132,560,78,78,6,3.38,0.53,0.32,21.51,24.47,16.36,0,0,0,0,-3.06,-2.92,9741
10735,Richard-Wagner-Str.,175.61,7775,132,560,78,78,158,3.38,0.53,0.32,24.71,25.54,17.01,0,0,0,0,-2.89,-2.77,9742
10736,Richard-Wagner-Str.,335.51,7775,132,560,78,78,239,3.38,0.53,0.32,24.82,25.62,17.06,0,0,0,0,-2.89,-2.77,9743
10853,A100,307,31555,1262,2493,32,442,2,11.63,1.05,0.7,20.13,24.7,16.37,0,0,0,0,-2.23,-2.15,9849
10854,A100,300.39,29850,1194,2358,30,418,2,10.99,0.99,0.66,20.07,24.64,16.34,0,0,0,0,-2.23,-2.15,9850
10856,A100,1570.69,40598,2111,3410,41,203,3,10.4,1.3,0.81,18.1,23.42,15.78,0,0,0,0,-2.38,-2.25,9852
