StandortNr,Kennzeich,NameNr,Art_Dtsch,Art_Bot,Gattung,ALK_Nr4st,StrName,HausNr,Pflanzjahr,Standalter,KroneDurch,Stammumfg,BaumHoehe,BEZIRK,Eigentuemer,alias,Zusatz
25/10,20249,Alt-Moabit I,WINTER-LINDE,TILIA CORDATA,TILIA,94,Alt-Moabit,25,1970,46,7,94,11,Mitte,Land Berlin,F3__944994,
25/11,20249,Alt-Moabit I,SILBER-LINDE,TILIA TOMENTOSA,TILIA,95,Alt-Moabit,25,1935,81,14,182,16,Mitte,Land Berlin,F3__944995,
25/13,20249,Alt-Moabit I,WINTER-LINDE,TILIA CORDATA,TILIA,97,Alt-Moabit,25,1935,81,10,153,16,Mitte,Land Berlin,F3__944996,
96d/1,20249,Alt-Moabit I,WINTER-LINDE,TILIA CORDATA,TILIA,163,Alt-Moabit,96,1985,31,7,65,7,Mitte,Land Berlin,F3__944997,d
17/3,20219,Havelberger Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,64,Havelberger Straße,17,2013,3,2,24,5,Mitte,Land Berlin,F3__944998,
20/1,20219,Havelberger Straße,SÄULEN-WEISS-DORN,CRATAEGUS MONOGYNA STRICTA',CRATAEGUS,65,Havelberger Straße,20,2013,3,2,24,5,Mitte,Land Berlin,F3__944999,
11-17ggü/1,20242,Stromstraße,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,73,Stromstraße,11,1986,30,7,71,6.5,Mitte,Land Berlin,F3__945005,-17ggü
85B/2,20478,Turmstraße -doppelt-,SPITZ-AHORN,ACER PLATANOIDES,ACER,118,Turmstraße,85,1975,41,10,80,10,Mitte,Land Berlin,F3__945006,b
85B/1,20478,Turmstraße -doppelt-,SPITZ-AHORN,ACER PLATANOIDES,ACER,117,Turmstraße,85,1975,41,10,80,9,Mitte,Land Berlin,F3__945007,b
22/5,20478,Turmstraße -doppelt-,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,25,Turmstraße,22,1980,36,7,50,7.5,Mitte,Land Berlin,F3__945008,
85A/13,20478,Turmstraße -doppelt-,SPITZ-AHORN,ACER PLATANOIDES,ACER,111,Turmstraße,85,1975,41,12,95,11,Mitte,Land Berlin,F3__945009,a
85A/5,20478,Turmstraße -doppelt-,SÄULENFÖRMIGER SPITZ-AHORN,ACER PLATANOIDES COLUMNARE',ACER,204,Turmstraße,85,1997,19,5,30,7,Mitte,Land Berlin,F3__945010,a
5/1,20219,Havelberger Straße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,6,Havelberger Straße,5,1987,29,7,55,14,Mitte,Land Berlin,F3__945015,
36/1,20211,Bandelstraße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,59,Bandelstraße,36,1975,41,12,116,15,Mitte,Land Berlin,F3__945019,
37/1,20211,Bandelstraße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,60,Bandelstraße,37,1988,28,8,79,13,Mitte,Land Berlin,F3__945020,
38/1,20211,Bandelstraße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,61,Bandelstraße,38,1975,41,9,94,13,Mitte,Land Berlin,F3__945021,
40/1,20211,Bandelstraße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,62,Bandelstraße,40,1975,41,10,107,15,Mitte,Land Berlin,F3__945022,
85A/1,20478,Turmstraße -doppelt-,SPITZ-AHORN,ACER PLATANOIDES,ACER,101,Turmstraße,85,1975,41,10,85,12,Mitte,Land Berlin,F3__945023,a
24ggü/2,20478,Turmstraße -doppelt-,SPITZ-AHORN,ACER PLATANOIDES,ACER,161,Turmstraße,24,1965,51,10,100,12,Mitte,Land Berlin,F3__945024,ggü
85A/4,20478,Turmstraße -doppelt-,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,104,Turmstraße,85,1975,41,11,95,13,Mitte,Land Berlin,F3__945025,a
21/9,20219,Havelberger Straße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,44,Havelberger Straße,21,1980,36,6,70,12,Mitte,Land Berlin,F3__945026,
15/2,20221,Salzwedeler Straße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,17,Salzwedeler Straße,15,1976,40,8,109,16,Mitte,Land Berlin,F3__945029,
14/1,20221,Salzwedeler Straße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,13,Salzwedeler Straße,14,1968,48,8,156,20,Mitte,Land Berlin,F3__945030,
4/1,20211,Bandelstraße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,6,Bandelstraße,4,1975,41,10,103,13,Mitte,Land Berlin,F3__945031,
67/1,20242,Stromstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,50,Stromstraße,67,1965,51,13,139,15,Mitte,Land Berlin,F3__945037,
10b/3,20242,Stromstraße,WINTER-LINDE,TILIA CORDATA,TILIA,13,Stromstraße,10,1960,56,10,140,15,Mitte,Land Berlin,F3__945038,b
61/1,20228,Quitzowstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,47,Quitzowstraße,61,1975,41,9,104,11,Mitte,Land Berlin,F3__945042,
5/1,20223,Putlitzstraße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,19,Putlitzstraße,5,1975,41,6,60,14,Mitte,Land Berlin,F3__945043,
15/1,20223,Putlitzstraße,SÄULENFÖRMIGER SPITZ-AHORN,ACER PLATANOIDES COLUMNARE',ACER,62,Putlitzstraße,15,2013,3,2,24,5,Mitte,Land Berlin,F3__945044,
8ggü/1,20242,Stromstraße,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,80,Stromstraße,8,1984,32,7,69,8,Mitte,Land Berlin,F3__945046,ggü
65-66/1,20242,Stromstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,77,Stromstraße,65,1965,51,12,136,16,Mitte,Land Berlin,F3__945047,-66
11/3,20250,Claudiusstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,25,Claudiusstraße,11,1935,81,12,310,26,Mitte,Land Berlin,F3__945048,
46/1,20231,Stephanstraße,SILBER-LINDE,TILIA TOMENTOSA,TILIA,54,Stephanstraße,46,1996,20,5,91,6.5,Mitte,Land Berlin,F3__945052,
45/6,20231,Stephanstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,50,Stephanstraße,45,1950,66,11,162,20,Mitte,Land Berlin,F3__945053,
49/2,20231,Stephanstraße,KLEINKRONIGE WINTER-LINDE,TILIA CORDATA RANCHO',TILIA,170,Stephanstraße,49,2006,10,,30,,Mitte,Land Berlin,F3__945054,
18ggü/2,20478,Turmstraße -doppelt-,BASTARDZYPRESSE,CUPRESSOCYPARIS LEYLANDII,CUPRESSOCYPARIS,339,Turmstraße,18,2008,8,2,25,7,Mitte,Land Berlin,F3__945055,ggü
25/1,20249,Alt-Moabit I,WINTER-LINDE,TILIA CORDATA,TILIA,85,Alt-Moabit,25,1980,36,6,56,6.5,Mitte,Land Berlin,F3__945056,
26/2,20402,Bartningallee,GEWÖHNLICHE ESCHE,FRAXINUS EXCELSIOR,FRAXINUS,13,Bartningallee,26,1970,46,6,104,13,Mitte,Land Berlin,F3__945058,014
26/1,20402,Bartningallee,GEWÖHNLICHE ESCHE,FRAXINUS EXCELSIOR,FRAXINUS,12,Bartningallee,26,1935,81,16,192,15,Mitte,Land Berlin,F3__945059,013
3ggü/1,20242,Stromstraße,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,68,Stromstraße,3,1970,46,10,121,13,Mitte,Land Berlin,F3__945060,ggü
2a/2,20242,Stromstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,5,Stromstraße,2,1975,41,10,121,13,Mitte,Land Berlin,F3__945061,a
15/1,20250,Claudiusstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,34,Claudiusstraße,15,1988,28,9,107,13,Mitte,Land Berlin,F3__945062,
4/1,20250,Claudiusstraße,WINTER-LINDE,TILIA CORDATA,TILIA,7,Claudiusstraße,4,1990,26,7,78,10,Mitte,Land Berlin,F3__945063,
17/2,20219,Havelberger Straße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,21,Havelberger Straße,17,1950,66,14,155,24,Mitte,Land Berlin,F3__945073,
13/2,20219,Havelberger Straße,TURKESTAN-ULM,ULMUS PUMILA ARBOREA',ULMUS,16,Havelberger Straße,13,1952,64,12,160,24,Mitte,Land Berlin,F3__945074,
115/2,20228,Quitzowstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,86,Quitzowstraße,115,1965,51,16,170,17,Mitte,Land Berlin,F3__945075,
3,20422,Holsteiner Ufer (Str.),SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,3,Holsteiner Ufer,2,1975,41,9,70,14,Mitte,Land Berlin,F3__945078,
53/1,20231,Stephanstraße,SAULEN-HAINBUCHE FRANS FONTAINE',CARPINUS BETULUS FRANS FONTAINE',CARPINUS,185,Stephanstraße,53,2013,3,2,24,5,Mitte,Land Berlin,F3__945081,
38-43/7,20231,Stephanstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,102,Stephanstraße,38,1999,17,2.5,65,7.5,Mitte,Land Berlin,F3__945083,-43
25/1,20224,Birkenstraße,SANDBIRKE WEISS-BIRKE,BETULA PENDULA,BETULA,22,Birkenstraße,25,1972,44,8,90,15,Mitte,Land Berlin,F3__945084,
54/1,20224,Birkenstraße,WINTER-LINDE,TILIA CORDATA,TILIA,47,Birkenstraße,54,1950,66,12,144,15,Mitte,Land Berlin,F3__945085,
52/1,20224,Birkenstraße,SANDBIRKE WEISS-BIRKE,BETULA PENDULA,BETULA,45,Birkenstraße,52,1997,19,3.5,66,6,Mitte,Land Berlin,F3__945086,
6/1,20232,Stendaler Straße,GEWÖHNLICHE ESCHE,FRAXINUS EXCELSIOR,FRAXINUS,3,Stendaler Straße,6,1992,24,5,33,9,Mitte,Land Berlin,F3__945095,
33/2,20231,Stephanstraße,WINTER-LINDE,TILIA CORDATA,TILIA,148,Stephanstraße,33,2005,11,4,48,5,Mitte,Land Berlin,F3__945096,
35/2,20231,Stephanstraße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,173,Stephanstraße,35,2007,9,2,26,5,Mitte,Land Berlin,F3__945097,
44/1,20439,Perleberger Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,56,Perleberger Straße,44,1980,36,9,105,10,Mitte,Land Berlin,F3__945098,063
21/1,20224,Birkenstraße,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,18,Birkenstraße,21,1910,106,11,180,19,Mitte,Land Berlin,F3__945103,
17/2,20224,Birkenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,13,Birkenstraße,17,1955,61,16,203,18,Mitte,Land Berlin,F3__945104,
49/1,20439,Perleberger Straße,SILBER-LINDE,TILIA TOMENTOSA,TILIA,65,Perleberger Straße,49,1950,66,11,126,16,Mitte,Land Berlin,F3__945105,072
1/2,20253,Flensburger Straße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,35,Flensburger Straße,4,1935,81,20,280,22,Mitte,Land Berlin,F3__945115,ggü
15/7,20250,Claudiusstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,40,Claudiusstraße,15,1988,28,8,106,13,Mitte,Land Berlin,F3__945116,
15/5,20250,Claudiusstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,38,Claudiusstraße,15,1950,66,10,171,17,Mitte,Land Berlin,F3__945117,
21/3,20253,Flensburger Straße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,23,Flensburger Straße,21,1965,51,16,224,18,Mitte,Land Berlin,F3__945118,
18/2,20253,Flensburger Straße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,15,Flensburger Straße,20,1950,66,14,179,81,Mitte,Land Berlin,F3__945119,
18/1,20253,Flensburger Straße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,14,Flensburger Straße,18,1970,46,13,170,20,Mitte,Land Berlin,F3__945120,
8/4,20253,Flensburger Straße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,13,Flensburger Straße,12,1985,31,6,81,12,Mitte,Land Berlin,F3__945121,-16
6/3,20253,Flensburger Straße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,8,Flensburger Straße,6,1975,41,15,176,18,Mitte,Land Berlin,F3__945122,
6/2,20253,Flensburger Straße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,7,Flensburger Straße,6,1975,41,16,170,20,Mitte,Land Berlin,F3__945123,
38/2,20207,Wilhelmshavener Straße,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,67,Wilhelmshavener Straße,38,1965,51,13,90,12,Mitte,Land Berlin,F3__945161,
23-24ggü/5,20202,Waldstraße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,108,Waldstraße,23,1987,29,8,55,12,Mitte,Land Berlin,F3__945162,-24ggü
16/1,20208,Wiclefstraße,BREITKEGELFÖRMIGER BERG-AHORN,ACER PSEUDOPLATANUS ROTTERDAM',ACER,130,Wiclefstraße,16,2005,11,3.5,31,7.5,Mitte,Land Berlin,F3__945163,
46/1,20203,Emdener Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,99,Emdener Straße,46,1985,31,8,55,13,Mitte,Land Berlin,F3__945164,
46/3,20203,Emdener Straße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,101,Emdener Straße,46,1988,28,7,35,10,Mitte,Land Berlin,F3__945165,
45/4,20203,Emdener Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,97,Emdener Straße,45,1988,28,7,55,12,Mitte,Land Berlin,F3__945166,
4/2,20402,Bartningallee,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,6,Bartningallee,4,1955,61,8,122,13,Mitte,Land Berlin,F3__945168,006
1/5,20402,Bartningallee,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,27,Bartningallee,1,1968,48,8,102,9,Mitte,Land Berlin,F3__945169,028
47/1,20224,Birkenstraße,BERG-ULME,ULMUS GLABRA,ULMUS,40,Birkenstraße,47,1932,84,16,232,22,Mitte,Land Berlin,F3__945171,
47/4,20206,Bremer Straße,HYBRID - PAPPEL,POPULUS X CANADENSIS HYBRIDE,POPULUS,71,Bremer Straße,47,1986,30,7,112,18,Mitte,Land Berlin,F3__945172,
1/2,20218,Unionstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,2,Unionstraße,1,1997,19,5,27,5,Mitte,Land Berlin,F3__945173,
29/1,20204,Oldenburger Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,67,Oldenburger Straße,29,1990,26,4,70,9,Mitte,Land Berlin,F3__945174,
21/2,20203,Emdener Straße,AMBERBAUM AMERICAN SWEETGUM,LIQUIDAMBAR STYRACIFLUA,LIQUIDAMBAR,52,Emdener Straße,21,1984,32,7,50,12,Mitte,Land Berlin,F3__945175,
43/1,20203,Emdener Straße,AMBERBAUM AMERICAN SWEETGUM,LIQUIDAMBAR STYRACIFLUA,LIQUIDAMBAR,91,Emdener Straße,43,1983,33,6.5,60,12,Mitte,Land Berlin,F3__945176,
19/2,20203,Emdener Straße,AMBERBAUM AMERICAN SWEETGUM,LIQUIDAMBAR STYRACIFLUA,LIQUIDAMBAR,46,Emdener Straße,19,1998,18,1.5,25,5.5,Mitte,Land Berlin,F3__945177,
46/2,20207,Wilhelmshavener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,85,Wilhelmshavener Straße,46,1988,28,5,55,10,Mitte,Land Berlin,F3__945178,
41ggü/3,20206,Bremer Straße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,51,Bremer Straße,41,1990,26,4,54,5,Mitte,Land Berlin,F3__945179,ggü
26/2,20204,Oldenburger Straße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,56,Oldenburger Straße,26,1980,36,6,92,12,Mitte,Land Berlin,F3__945180,
25/3,20204,Oldenburger Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,53,Oldenburger Straße,25,1985,31,9,120,17,Mitte,Land Berlin,F3__945181,
30/1,20204,Oldenburger Straße,SILBER-LINDE,TILIA TOMENTOSA,TILIA,70,Oldenburger Straße,30,1975,41,8,118,12,Mitte,Land Berlin,F3__945182,
23/1,20204,Oldenburger Straße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,158,Oldenburger Straße,23,2000,16,1,26,5.5,Mitte,Land Berlin,F3__945183,
43/3,20203,Emdener Straße,SÄULENFÖRMIGER SPITZ-AHORN,ACER PLATANOIDES COLUMNARE',ACER,150,Emdener Straße,43,2005,11,1.5,25,5.5,Mitte,Land Berlin,F3__945184,
45/1,20203,Emdener Straße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,94,Emdener Straße,45,1980,36,8,70,10,Mitte,Land Berlin,F3__945185,
13/10,20203,Emdener Straße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,44,Emdener Straße,13,1990,26,8,50,12,Mitte,Land Berlin,F3__945186,
23/4,20205,Bredowstraße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,172,Bredowstraße,23,2011,5,2,24,5,Mitte,Land Berlin,F3__945188,
24/2,20209,Waldenserstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,57,Waldenserstraße,24,1975,41,10,95,18,Mitte,Land Berlin,F3__945189,
12/1,20209,Waldenserstraße,PYRAMIDEN-EICHE,QUERCUS ROBUR FASTIGIATA',QUERCUS,31,Waldenserstraße,13,1982,34,6,60,11,Mitte,Land Berlin,F3__945190,
44/5,20204,Oldenburger Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,106,Oldenburger Straße,44,1982,34,7,70,14,Mitte,Land Berlin,F3__945191,
20a/4,20229,Siemensstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,40,Siemensstraße,20,1985,31,4,30,7,Mitte,Land Berlin,F3__945199,a
54/1,20206,Bremer Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,81,Bremer Straße,54,1982,34,9,111,19,Mitte,Land Berlin,F3__945200,
50ggü/2,20206,Bremer Straße,HYBRID - PAPPEL,POPULUS X CANADENSIS HYBRIDE,POPULUS,34,Bremer Straße,50,1972,44,12,164,21,Mitte,Land Berlin,F3__945201,ggü
27/4,20209,Waldenserstraße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,67,Waldenserstraße,27,1970,46,11,110,18,Mitte,Land Berlin,F3__945202,
6/4,20204,Oldenburger Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,13,Oldenburger Straße,6,1985,31,6,102,16,Mitte,Land Berlin,F3__945203,
7a/1,20209,Waldenserstraße,PYRAMIDEN-EICHE,QUERCUS ROBUR FASTIGIATA',QUERCUS,19,Waldenserstraße,7,1980,36,5,60,14,Mitte,Land Berlin,F3__945204,a
44/1,20206,Bremer Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,64,Bremer Straße,44,1981,35,8,118,19,Mitte,Land Berlin,F3__945205,
8/3,20218,Unionstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,15,Unionstraße,8,1986,30,7,45,10,Mitte,Land Berlin,F3__945206,
5/2,20218,Unionstraße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,9,Unionstraße,5,1982,34,8,55,10,Mitte,Land Berlin,F3__945207,
51ggü/1,20206,Bremer Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,31,Bremer Straße,51,1987,29,8,84,14,Mitte,Land Berlin,F3__945208,ggü
54ggü/4,20206,Bremer Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,28,Bremer Straße,54,1989,27,6,79,16,Mitte,Land Berlin,F3__945209,ggü
54ggü/3,20206,Bremer Straße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,27,Bremer Straße,54,1950,66,14,166,20,Mitte,Land Berlin,F3__945210,ggü
55ggü/1,20206,Bremer Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,23,Bremer Straße,55,1984,32,11,115,16,Mitte,Land Berlin,F3__945211,ggü
5/3,20402,Bartningallee,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,22,Bartningallee,5,1970,46,15,181,18,Mitte,Land Berlin,F3__945212,023
34/1,20204,Oldenburger Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,80,Oldenburger Straße,34,1985,31,10,124,22,Mitte,Land Berlin,F3__945218,
10/1,20208,Wiclefstraße,BREITKEGELFÖRMIGER BERG-AHORN,ACER PSEUDOPLATANUS ROTTERDAM',ACER,129,Wiclefstraße,10,2005,11,3.5,35,6.5,Mitte,Land Berlin,F3__945227,
12/2,20208,Wiclefstraße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,19,Wiclefstraße,12,1935,81,15,155,20,Mitte,Land Berlin,F3__945228,
9/1,20208,Wiclefstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,,Wiclefstraße,9,1955,61,10,115,13,Mitte,Land Berlin,F3__945229,
61/1,20208,Wiclefstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,105,Wiclefstraße,61,1960,56,14,120,17,Mitte,Land Berlin,F3__945230,
15/1,20208,Wiclefstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,21,Wiclefstraße,15,1988,28,4,45,7,Mitte,Land Berlin,F3__945231,
13/2,20204,Oldenburger Straße,OXELBEERE - SCHWEDISCHE MEHLBEERE,SORBUS INTERMEDIA,SORBUS,29,Oldenburger Straße,13,1983,33,5,71,6.5,Mitte,Land Berlin,F3__945238,
39/2,20204,Oldenburger Straße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,144,Oldenburger Straße,39,1998,18,2,26,5,Mitte,Land Berlin,F3__945239,
15/3,20204,Oldenburger Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,134,Oldenburger Straße,15,1990,26,4.5,64,7,Mitte,Land Berlin,F3__945240,
5ggü/25,20419,Helgoländer Ufer,WINTER-LINDE,TILIA CORDATA,TILIA,57,Helgoländer Ufer,5,1990,26,4,45,6.5,Mitte,Land Berlin,F3__945242,ggü
66/1,20208,Wiclefstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,113,Wiclefstraße,66,1980,36,9,70,10,Mitte,Land Berlin,F3__945249,
1/2,20208,Wiclefstraße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,2,Wiclefstraße,1,1980,36,8,65,8.5,Mitte,Land Berlin,F3__945250,
59/2,20206,Bremer Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,91,Bremer Straße,59,1984,32,8,91,15,Mitte,Land Berlin,F3__945251,
53/1,20207,Wilhelmshavener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,96,Wilhelmshavener Straße,53,1986,30,4,48,9,Mitte,Land Berlin,F3__945255,
21/2,20207,Wilhelmshavener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,35,Wilhelmshavener Straße,21,1991,25,3,36,6,Mitte,Land Berlin,F3__945256,
17/1,20205,Bredowstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,44,Bredowstraße,17,1985,31,8,104,10,Mitte,Land Berlin,F3__945257,
1/1,20209,Waldenserstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,1,Waldenserstraße,2,1980,36,6,70,9,Mitte,Land Berlin,F3__945258,-4
31/1,20209,Waldenserstraße,SÄULENFÖRMIGER SPITZ-AHORN,ACER PLATANOIDES COLUMNARE',ACER,89,Waldenserstraße,31,2005,11,2,25,6,Mitte,Land Berlin,F3__945259,
2/4,20209,Waldenserstraße,SÄULEN-WEISS-DORN,CRATAEGUS MONOGYNA STRICTA',CRATAEGUS,93,Waldenserstraße,2,2013,3,2,24,5,Mitte,Land Berlin,F3__945260,-4
15/2,20207,Wilhelmshavener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,28,Wilhelmshavener Straße,15,1990,26,3.5,37,7,Mitte,Land Berlin,F3__945265,
50/1,20207,Wilhelmshavener Straße,SÄULEN-WEISS-DORN,CRATAEGUS MONOGYNA STRICTA',CRATAEGUS,160,Wilhelmshavener Straße,50,2013,3,2,24,5,Mitte,Land Berlin,F3__945266,
69/2,20208,Wiclefstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,118,Wiclefstraße,69,1986,30,8,50,6.5,Mitte,Land Berlin,F3__945267,
11/2,20229,Siemensstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,21,Siemensstraße,11,1985,31,10,70,13,Mitte,Land Berlin,F3__945268,
34/1,20203,Emdener Straße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,72,Emdener Straße,34,1975,41,15,75,16,Mitte,Land Berlin,F3__945270,
31/2,20203,Emdener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,152,Emdener Straße,31,2004,12,1,28,5,Mitte,Land Berlin,F3__945271,
39/3,20203,Emdener Straße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,83,Emdener Straße,39,1985,31,10,65,18,Mitte,Land Berlin,F3__945272,
64/4,20207,Wilhelmshavener Straße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,120,Wilhelmshavener Straße,64,1986,30,7,60,16,Mitte,Land Berlin,F3__945280,
63/2,20207,Wilhelmshavener Straße,OXELBEERE - SCHWEDISCHE MEHLBEERE,SORBUS INTERMEDIA,SORBUS,116,Wilhelmshavener Straße,63,1982,34,4.5,55,6.5,Mitte,Land Berlin,F3__945281,
9/1,20205,Bredowstraße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,23,Bredowstraße,9,1990,26,6,71,8,Mitte,Land Berlin,F3__945282,
12/1,20207,Wilhelmshavener Straße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,23,Wilhelmshavener Straße,12,1980,36,7,70,15,Mitte,Land Berlin,F3__945283,
