SEGM_SEGM,STST_STR,STOR_NAME,ORTSTL,RVA_TYP,SORVT_TYP,HOTLINK,LAENGE,B_PFLICHT,alias,SEGM_BEZ
42560022_42560004.01,Stromstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034A5/index.htm" TARGET="VMS">Fotos</a>,30.4,nein,01-001481,
42560022_42560018.01,Perleberger Straße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034A6/index.htm" TARGET="VMS">Fotos</a>,22.1,nein,01-001482,
42560022_42560004.01,Stromstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034A7/index.htm" TARGET="VMS">Fotos</a>,21.9,nein,01-001483,
42560022_42560004.01,Stromstraße,Mitte,Moabit,Radfahrstreifen,Radfahrstreifen Z 295 ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034A8/index.htm" TARGET="VMS">Fotos</a>,239.7,nein,01-001484,
42560022_42560004.01,Stromstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034AA/index.htm" TARGET="VMS">Fotos</a>,39,nein,01-001485,
42550023_43550001.01,Kirchstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034BB/index.htm" TARGET="VMS">Fotos</a>,59.5,nein,01-001486,
42550023_43550001.01,Kirchstraße,Mitte,Moabit,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034BC/index.htm" TARGET="VMS">Fotos</a>,177.8,nein,01-001487,
42550042_42550023.01,Kirchstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034BD/index.htm" TARGET="VMS">Fotos</a>,49.9,nein,01-001488,
42550042_42550023.01,Kirchstraße,Mitte,Moabit,Radwege,Geh-/Radweg durch Markierung unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034BE/index.htm" TARGET="VMS">Fotos</a>,61.8,nein,01-001489,
42550042_42550023.01,Kirchstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034BF/index.htm" TARGET="VMS">Fotos</a>,11.3,nein,01-001490,
42550041_42550042.01,Bartningallee,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034C1/index.htm" TARGET="VMS">Fotos</a>,9.6,nein,01-001491,
42550041_42550042.01,Bartningallee,Mitte,Hansaviertel,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034C2/index.htm" TARGET="VMS">Fotos</a>,90.8,nein,01-001492,
42550040_42550041.01,Bartningallee,Mitte,Hansaviertel,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034C3/index.htm" TARGET="VMS">Fotos</a>,29.1,nein,01-001493,
42550040_42550041.01,Bartningallee,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034C4/index.htm" TARGET="VMS">Fotos</a>,11.6,nein,01-001494,
42540002_42550039.01,Bartningallee,Mitte,Hansaviertel,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034C6/index.htm" TARGET="VMS">Fotos</a>,439,nein,01-001495,
42540008_42540009.02,Klopstockstraße,Mitte,Hansaviertel,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034C8/index.htm" TARGET="VMS">Fotos</a>,447,nein,01-001496,
42540011_42540008.01,Klopstockstraße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034C9/index.htm" TARGET="VMS">Fotos</a>,15.2,nein,01-001497,
42540019_42540011.01,Klopstockstraße,Mitte,Hansaviertel,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034CB/index.htm" TARGET="VMS">Fotos</a>,64.1,nein,01-001498,
42550025_43550008.01,Turmstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003597/index.htm" TARGET="VMS">Fotos</a>,14.8,nein,01-001558,
43550008_43550028.01,Turmstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003598/index.htm" TARGET="VMS">Fotos</a>,308.8,nein,01-001559,
42550025_43550008.01,Turmstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035A7/index.htm" TARGET="VMS">Fotos</a>,342.2,nein,01-001569,
42560006_43560014.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035BD/index.htm" TARGET="VMS">Fotos</a>,195.3,nein,01-001581,
42560006_43560014.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035BF/index.htm" TARGET="VMS">Fotos</a>,33.9,nein,01-001582,
42560006_43560014.01,Perleberger Straße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035C0/index.htm" TARGET="VMS">Fotos</a>,21.2,nein,01-001583,
42560006_43560014.01,Perleberger Straße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035C2/index.htm" TARGET="VMS">Fotos</a>,19.6,nein,01-001584,
42560006_43560001.02,Birkenstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035C3/index.htm" TARGET="VMS">Fotos</a>,22.9,nein,01-001585,
42560006_43560014.01,Perleberger Straße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035C4/index.htm" TARGET="VMS">Fotos</a>,21.1,nein,01-001586,
42560018_42560006.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035C7/index.htm" TARGET="VMS">Fotos</a>,105.1,nein,01-001587,
42560018_42560006.01,Perleberger Straße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035C8/index.htm" TARGET="VMS">Fotos</a>,20.1,nein,01-001588,
42560018_42560006.01,Perleberger Straße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035C9/index.htm" TARGET="VMS">Fotos</a>,24,nein,01-001589,
42560022_42560018.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035CA/index.htm" TARGET="VMS">Fotos</a>,125.9,nein,01-001590,
42560022_42560018.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035CC/index.htm" TARGET="VMS">Fotos</a>,26,nein,01-001591,
42560022_42560018.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035CF/index.htm" TARGET="VMS">Fotos</a>,54.4,nein,01-001592,
42560022_42560018.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035D0/index.htm" TARGET="VMS">Fotos</a>,93.3,nein,01-001593,
42560022_42560018.01,Perleberger Straße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035D2/index.htm" TARGET="VMS">Fotos</a>,27.9,nein,01-001594,
42560018_42560006.01,Perleberger Straße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035D3/index.htm" TARGET="VMS">Fotos</a>,22,nein,01-001595,
42560018_42560006.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035D4/index.htm" TARGET="VMS">Fotos</a>,120.3,nein,01-001596,
42560005_42560006.02,Birkenstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035D6/index.htm" TARGET="VMS">Fotos</a>,9.3,nein,01-001597,
42560005_42560006.02,Birkenstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035D7/index.htm" TARGET="VMS">Fotos</a>,29.4,nein,01-001598,
42560006_43560014.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035D8/index.htm" TARGET="VMS">Fotos</a>,39.2,nein,01-001599,
42560006_43560014.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035D9/index.htm" TARGET="VMS">Fotos</a>,119.4,nein,01-001600,
43560014_43560015.01,Perleberger Straße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035DA/index.htm" TARGET="VMS">Fotos</a>,24.2,nein,01-001601,
43560014_43560015.01,Perleberger Straße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035DB/index.htm" TARGET="VMS">Fotos</a>,35.3,nein,01-001602,
41570003_41570004.01,Seestraße,Mitte,Moabit,Bussonderfahrstreifen,Bussonderfahrstreifen Z 295,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00379A/index.htm" TARGET="VMS">Fotos</a>,521.8,nein,01-001686,
41570003_41570004.01,Seestraße,Mitte,Moabit,Bussonderfahrstreifen,Bussonderfahrstreifen Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00379B/index.htm" TARGET="VMS">Fotos</a>,68.7,nein,01-001687,
40560003_41560002.01,Huttenstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004800/0x00482B/index.htm" TARGET="VMS">Fotos</a>,75.6,nein,01-001741,
43540009_42540016.01,Großer Stern,Mitte,Tiergarten,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DA4/index.htm" TARGET="VMS">Fotos</a>,153.5,ja,01-001906,B2/B5
42540016_42540018.01,Großer Stern,Mitte,Tiergarten,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DA5/index.htm" TARGET="VMS">Fotos</a>,24.9,ja,01-001907,B2/B5
42540016_42540018.01,Großer Stern,Mitte,Tiergarten,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DA6/index.htm" TARGET="VMS">Fotos</a>,84.3,ja,01-001908,B2/B5
42540018_43540010.01,Großer Stern,Mitte,Tiergarten,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DA7/index.htm" TARGET="VMS">Fotos</a>,33.9,ja,01-001909,B2/B5
42540018_43540010.01,Großer Stern,Mitte,Tiergarten,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DA8/index.htm" TARGET="VMS">Fotos</a>,157.7,ja,01-001910,B2/B5
42540019_42540018.01,Straße des 17. Juni,Mitte,Tiergarten,Radfahrstreifen,Radfahrstreifen Z 295 ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DAB/index.htm" TARGET="VMS">Fotos</a>,680,ja,01-001913,B2/B5
42540039_42540019.01,Straße des 17. Juni,Mitte,Tiergarten,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DAC/index.htm" TARGET="VMS">Fotos</a>,42,ja,01-001914,B2/B5
42540019_42540011.01,Klopstockstraße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DAD/index.htm" TARGET="VMS">Fotos</a>,37,nein,01-001915,
42540039_42540019.01,Straße des 17. Juni,Mitte,Tiergarten,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DAE/index.htm" TARGET="VMS">Fotos</a>,40.2,ja,01-001916,B2/B5
42540019_42540011.01,Klopstockstraße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DAF/index.htm" TARGET="VMS">Fotos</a>,28.8,nein,01-001917,
42540019_42540011.01,Klopstockstraße,Mitte,Hansaviertel,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DB0/index.htm" TARGET="VMS">Fotos</a>,7.5,nein,01-001918,
42540019_42540018.01,Straße des 17. Juni,Mitte,Tiergarten,Radfahrstreifen,Radfahrstreifen Z 295 ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DB1/index.htm" TARGET="VMS">Fotos</a>,615.3,ja,01-001919,B2/B5
42540019_42540018.01,Straße des 17. Juni,Mitte,Tiergarten,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DB2/index.htm" TARGET="VMS">Fotos</a>,63.2,ja,01-001920,B2/B5
42540039_42540019.01,Straße des 17. Juni,Mitte,Tiergarten,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DB3/index.htm" TARGET="VMS">Fotos</a>,111,ja,01-001921,B2/B5
42540039_42540019.01,Straße des 17. Juni,Mitte,Tiergarten,Radfahrstreifen,Radfahrstreifen Z 295 ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003C00/0x003DCC/index.htm" TARGET="VMS">Fotos</a>,74.2,ja,01-001922,B2/B5
40560003_41560002.01,Huttenstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004800/0x004820/index.htm" TARGET="VMS">Fotos</a>,60.1,nein,01-002001,
40560001_40560002.01,Huttenstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004800/0x004825/index.htm" TARGET="VMS">Fotos</a>,29.9,nein,01-002002,
40560003_41560002.01,Huttenstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004800/0x00482C/index.htm" TARGET="VMS">Fotos</a>,43.6,nein,01-002003,
41570017_41570016.01,Saatwinkler Damm,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028DF/index.htm" TARGET="VMS">Fotos</a>,464,nein,04-000374,
41570017_41570016.01,Saatwinkler Damm,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028E4/index.htm" TARGET="VMS">Fotos</a>,363.1,nein,04-000376,
41570016_41570014.01,Saatwinkler Damm,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028E8/index.htm" TARGET="VMS">Fotos</a>,25.5,nein,04-000377,
41570016_41570014.01,Saatwinkler Damm,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028E9/index.htm" TARGET="VMS">Fotos</a>,68.1,nein,04-000378,
41570014_41570018.01,Saatwinkler Damm,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028EA/index.htm" TARGET="VMS">Fotos</a>,33.8,nein,04-000379,
41570014_41570018.01,Saatwinkler Damm,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028EB/index.htm" TARGET="VMS">Fotos</a>,32,nein,04-000380,
41570014_41570018.01,Saatwinkler Damm,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028EE/index.htm" TARGET="VMS">Fotos</a>,9.4,nein,04-000381,
41570018_41570020.01,Beusselstraße,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Geh-/Radweg durch Markierung unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028EF/index.htm" TARGET="VMS">Fotos</a>,38.3,ja,04-000382,
41570020_41570019.01,Beusselstraße,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028F0/index.htm" TARGET="VMS">Fotos</a>,15.3,ja,04-000383,
41570020_41570019.01,Beusselstraße,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028F1/index.htm" TARGET="VMS">Fotos</a>,27.7,ja,04-000384,
41570020_41570019.01,Beusselstraße,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028F2/index.htm" TARGET="VMS">Fotos</a>,24.2,ja,04-000385,
41570018_41570020.01,Beusselstraße,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Geh-/Radweg durch Markierung unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028F3/index.htm" TARGET="VMS">Fotos</a>,33.6,ja,04-000386,
41570014_41570018.01,Saatwinkler Damm,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028F4/index.htm" TARGET="VMS">Fotos</a>,30.2,nein,04-000387,
41570018_41570025.01,100 AS Beusselstr AS Seestr Einf v Beusselstr,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x0028F5/index.htm" TARGET="VMS">Fotos</a>,27.7,ja,04-000388,
41570019_41570001.01,Beusselstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x00290F/index.htm" TARGET="VMS">Fotos</a>,22.7,ja,04-000389,
39560049_40570042.01,A 100 BAB Stadtring,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Geh-/Radweg ohne Trennung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x002A6C/index.htm" TARGET="VMS">Fotos</a>,1374.1,nein,04-000438,A100
40570004_41570014.01,Friedrich-Olbricht-Damm,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Geh-/Radweg ohne Trennung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x002A7E/index.htm" TARGET="VMS">Fotos</a>,24.5,ja,04-000443,
40560012_40560004.02,Neues Ufer,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x002BEE/index.htm" TARGET="VMS">Fotos</a>,15.3,nein,04-000502,
40560008_40560007.01,Gaußstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg durch Markierung unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x002BF2/index.htm" TARGET="VMS">Fotos</a>,81,nein,04-000503,
40560007_40560004.01,Gaußstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00002800/0x002BF3/index.htm" TARGET="VMS">Fotos</a>,17.2,nein,04-000504,
41570002_41570018.02,Seestraße,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x00319C/index.htm" TARGET="VMS">Fotos</a>,208.6,ja,04-000831,
41570002_41570018.02,Seestraße,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x00319D/index.htm" TARGET="VMS">Fotos</a>,10.9,ja,04-000832,
41570002_41570018.02,Seestraße,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x00319E/index.htm" TARGET="VMS">Fotos</a>,20.9,ja,04-000833,
40550029_40550028.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003291/index.htm" TARGET="VMS">Fotos</a>,221.8,nein,04-000967,
