Bauwerksfunktion_schluessel,Bauwerksfunktion_bezeichnung,Beschreibung_schluessel,Beschreibung_bezeichnung,AAA-Beschreibung,alias,Name,ArchaeologischerTyp_schluessel,ArchaeologischerTyp_bezeichnung,Bahnkategorie_schluessel,Bahnkategorie_bezeichnung,Bahnhofskategorie_schluessel,Bahnhofskategorie_bezeichnug,Art_schluessel,Art_bezeichnung
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144734,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144737,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144757,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144761,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144765,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144774,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144782,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144787,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144791,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144795,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144802,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144815,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144824,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144828,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144833,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144838,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144842,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144846,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144847,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144855,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144856,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144861,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144863,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144872,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144884,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144891,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144896,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144900,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144904,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144905,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144908,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144909,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144917,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144922,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144932,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144947,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144949,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144951,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144971,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144973,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144974,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144979,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144982,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144984,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__144985,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145000,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145007,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145013,weg Grenz-,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145014,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145023,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145034,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145040,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145041,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145050,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145060,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145065,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145068,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145077,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145078,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145086,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145096,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145101,Veilchenweg,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145107,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145112,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145117,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145118,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145136,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145138,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145140,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145156,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145165,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145176,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145178,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145195,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145200,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145209,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145213,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145214,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145216,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145217,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145224,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145227,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145231,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145238,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145245,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145250,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145254,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145261,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145277,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145278,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145287,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145317,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145320,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145324,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145327,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145329,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145332,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145333,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145338,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145379,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145380,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145388,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145396,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145405,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145406,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145415,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145419,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145429,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145430,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145436,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145438,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145439,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145440,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145442,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145469,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145472,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145480,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145491,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145494,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145497,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145501,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145505,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145516,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145519,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145522,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145533,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145534,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145545,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145549,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145553,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145557,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145577,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145586,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145597,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145600,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145605,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145607,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145608,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145613,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145620,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145623,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145625,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145634,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145635,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145650,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145651,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145661,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145667,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145672,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145683,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145686,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145689,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145696,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145698,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145727,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145733,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145734,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145735,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145737,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145743,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145748,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145749,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145753,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145761,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145764,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145766,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145767,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145770,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145772,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145781,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145785,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145795,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145801,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145806,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145808,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145819,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145820,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145823,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145828,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145833,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145843,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145848,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145858,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145866,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145868,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145882,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145892,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145895,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145897,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145900,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145906,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145910,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145915,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145918,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145938,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145941,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145944,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145956,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145957,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145961,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145962,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__145985,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146018,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146020,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146028,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146060,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146094,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146096,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146098,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146110,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146133,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146148,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146168,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146172,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146178,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146194,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146218,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146220,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146296,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146298,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146314,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146315,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146323,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146325,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146339,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146345,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146386,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146400,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146406,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146415,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146422,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146428,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146433,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146444,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146484,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146485,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146493,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146503,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146511,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146515,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146538,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146546,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146550,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146569,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146600,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146630,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146655,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146681,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146699,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146737,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146741,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146773,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146807,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__146826,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__161695,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__161697,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__161700,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__161702,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__161707,,,,,,,,,
,,9998,Nach Quellenlage nicht zu spezifizieren,AX_WegPfadSteig,F3__161709,,,,,,,,,
