AnzahlDerObergeschosse,Bauart_schluessel,Bauart_bezeichnung,AAA-Beschreibung,alias,LageZurErdoberflaeche_schluessel,LageZurErdoberflaeche_bezeichnung,Gebaeudefunktion_schluessel,Gebaeudefunktion_bezeichnung,AnzahlDerUntergeschosse,Gebaeudekennzeichen,Beschreibung_schluessel,Beschreibung_bezeichnung,Strassen_schluessel,Strassen_name,PseudoNummer,LaufendeNummer,Bauweise_schluessel,Bauweise_bezeichnung,Hausnummer,Name,Hochhaus,Zustand_schluessel,Zustand_bezeichnung
5,,,AX_Gebaeude,F11__531716,,,1010,Wohnhaus,,11000001005740048,4200,Aus Katasterkarten digitalisiert,00574,Birkenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,48,,,,
1,,,AX_Gebaeude,F11__531718,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000001038770006,4200,Aus Katasterkarten digitalisiert,03877,Salzwedeler Straße,6,2,,,,,,,
1,,,AX_Gebaeude,F11__531724,,,2463,Garage,,11000001032160013,4200,Aus Katasterkarten digitalisiert,03216,Neues Ufer,13,2,1500,Sammelgarage,,,,,
1,,,AX_Gebaeude,F11__531726,,,2463,Garage,,11000001005430024,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,24,4,1500,Sammelgarage,,,,,
7,,,AX_Gebaeude,F11__531727,,,1010,Wohnhaus,,11000001004270025,4200,Aus Katasterkarten digitalisiert,00427,Bartningallee,,,2500,Gebäudeblock in geschlossener Bauweise,25,,,,
5,,,AX_Gebaeude,F11__531728,,,1010,Wohnhaus,,11000001022190018,4200,Aus Katasterkarten digitalisiert,02219,Jagowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,18,,,,
6,,,AX_Gebaeude,F11__531730,,,1010,Wohnhaus,,11000001016460033,4200,Aus Katasterkarten digitalisiert,01646,Gotzkowskystraße,33,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531732,,,1010,Wohnhaus,,11000001000990084,4200,Aus Katasterkarten digitalisiert,00099,Alt-Moabit,,,2500,Gebäudeblock in geschlossener Bauweise,84A,,,,
1,,,AX_Gebaeude,F11__531735,,,2463,Garage,,11000001046700015,4200,Aus Katasterkarten digitalisiert,04670,Waldenserstraße,15,1,1400,Doppelgarage,,,,,
1,,,AX_Gebaeude,F11__531738,,,2420,Betriebsgebäude für Schienenverkehr,,11000001048170001,4200,Aus Katasterkarten digitalisiert,04817,Westhafenstraße,1,87,,,,,,,
1,,,AX_Gebaeude,F11__531740,,,2200,Sonstiges Gebäude für Gewerbe und Industrie,,11000001041620029,4200,Aus Katasterkarten digitalisiert,04162,Sickingenstraße,29,1,,,,,,,
1,,,AX_Gebaeude,F11__531741,,,2520,Gebäude zur Elektrizitätsversorgung,,11000001005430044,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,,,44Q,,,,
6,,,AX_Gebaeude,F11__531742,,,1010,Wohnhaus,,11000001011520048,4200,Aus Katasterkarten digitalisiert,01152,Emdener Straße,,,1200,Freistehender Gebäudeblock,48D,,,,
,,,AX_Gebaeude,F11__531744,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000001033110035,4200,Aus Katasterkarten digitalisiert,03311,Oldenburger Straße,35A,1,,,,,,,
5,,,AX_Gebaeude,F11__531746,,,1010,Wohnhaus,,11000001005430031,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,31,4,2500,Gebäudeblock in geschlossener Bauweise,,,,,
2,,,AX_Gebaeude,F11__531748,,,2120,Werkstatt,,11000001045690039,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,39,2,,,,,,,
5,,,AX_Gebaeude,F11__531749,,,1010,Wohnhaus,,11000001048690070,4200,Aus Katasterkarten digitalisiert,04869,Wilhelmshavener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,70,,,,
6,,,AX_Gebaeude,F11__531750,,,1120,Wohngebäude mit Handel und Dienstleistungen,,11000001005430069,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,,,69,,,,
4,,,AX_Gebaeude,F11__531752,,,1010,Wohnhaus,,11000001012990018,4200,Aus Katasterkarten digitalisiert,01299,Flensburger Straße,,,1200,Freistehender Gebäudeblock,20,,,,
6,,,AX_Gebaeude,F11__531753,,,1010,Wohnhaus,,11000001041730003,4200,Aus Katasterkarten digitalisiert,04173,Siemensstraße,,,2500,Gebäudeblock in geschlossener Bauweise,3,,,,
3,,,AX_Gebaeude,F11__531754,,,1010,Wohnhaus,,11000001018270006,4200,Aus Katasterkarten digitalisiert,01827,Hanseatenweg,,,1200,Freistehender Gebäudeblock,6,,,,
5,,,AX_Gebaeude,F11__531755,,,1010,Wohnhaus,,11000001000250031,4200,Aus Katasterkarten digitalisiert,00025,Agricolastraße,,,2500,Gebäudeblock in geschlossener Bauweise,31,,,,
2,,,AX_Gebaeude,F11__531756,,,3065,Kinderkrippe Kindergarten, Kindertagesstätte,,11000001020660012,4200,Aus Katasterkarten digitalisiert,02066,Holsteiner Ufer,,,,,12,,,,
2,,,AX_Gebaeude,F11__531758,,,2111,Fabrik,,11000001005430036,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,36,2,,,,,,,
1,,,AX_Gebaeude,F11__531759,,,2142,Speichergebäude,,11000001035760038,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,38,4,,,,,,,
5,,,AX_Gebaeude,F11__531763,,,1010,Wohnhaus,,11000001016460017,4200,Aus Katasterkarten digitalisiert,01646,Gotzkowskystraße,,,2500,Gebäudeblock in geschlossener Bauweise,17,,,,
5,,,AX_Gebaeude,F11__531764,,,1010,Wohnhaus,,11000001012070009,4200,Aus Katasterkarten digitalisiert,01207,Essener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,9,,,,
1,,,AX_Gebaeude,F11__531766,,,2142,Speichergebäude,,11000001032160013,4200,Aus Katasterkarten digitalisiert,03216,Neues Ufer,13,1,,,,,,,
6,,,AX_Gebaeude,F11__531767,,,1010,Wohnhaus,,11000001043170022,4200,Aus Katasterkarten digitalisiert,04317,Stendaler Straße,,,2500,Gebäudeblock in geschlossener Bauweise,22,,,,
1,,,AX_Gebaeude,F11__531769,,,2463,Garage,,11000001011200004,4200,Aus Katasterkarten digitalisiert,01120,Elberfelder Straße,4,2,1300,Einzelgarage,,,,,
5,,,AX_Gebaeude,F11__531770,,,1010,Wohnhaus,,11000001011520047,4200,Aus Katasterkarten digitalisiert,01152,Emdener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,47,,,,
1,,,AX_Gebaeude,F11__531772,,,2500,Gebäude zur Versorgung,,11000001022890004,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,4,2,,,,,,,
5,,,AX_Gebaeude,F11__531774,,,1010,Wohnhaus,,11000001048350009,4200,Aus Katasterkarten digitalisiert,04835,Wiclefstraße,9,2,2500,Gebäudeblock in geschlossener Bauweise,,,,,
2,,,AX_Gebaeude,F11__531776,,,2120,Werkstatt,,11000001050260005,4200,Aus Katasterkarten digitalisiert,05026,Zinzendorfstraße,5,1,,,,,,,
2,,,AX_Gebaeude,F11__531777,,,2120,Werkstatt,,11000001048170001,4200,Aus Katasterkarten digitalisiert,04817,Westhafenstraße,1,8,,,,,,,
5,,,AX_Gebaeude,F11__531778,,,1010,Wohnhaus,,11000001043170002,4200,Aus Katasterkarten digitalisiert,04317,Stendaler Straße,2,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
1,,,AX_Gebaeude,F11__531779,,,2000,Gebäude für Wirtschaft oder Gewerbe,,11000001005430044,9998,Nach Quellenlage nicht zu spezifizieren,00543,Beusselstraße,44N,50,,,,,,,
1,,,AX_Gebaeude,F11__531780,,,2463,Garage,,11000001027720021,4200,Aus Katasterkarten digitalisiert,02772,Levetzowstraße,21,1,1500,Sammelgarage,,,,,
1,,,AX_Gebaeude,F11__531783,,,2463,Garage,,11000001011520047,4200,Aus Katasterkarten digitalisiert,01152,Emdener Straße,47,1,1500,Sammelgarage,,,,,
1,,,AX_Gebaeude,F11__531785,,,2100,Gebäude für Gewerbe und Industrie,,11000001028690001,4200,Aus Katasterkarten digitalisiert,02869,Lübecker Straße,1,2,,,,,,,
5,,,AX_Gebaeude,F11__531791,,,1010,Wohnhaus,,11000001011200036,4200,Aus Katasterkarten digitalisiert,01120,Elberfelder Straße,,,2500,Gebäudeblock in geschlossener Bauweise,36,,,,
,,,AX_Gebaeude,F11__531792,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000001048690049,4200,Aus Katasterkarten digitalisiert,04869,Wilhelmshavener Straße,49,1,,,,,,,
6,,,AX_Gebaeude,F11__531793,,,1010,Wohnhaus,,11000001005740011,4200,Aus Katasterkarten digitalisiert,00574,Birkenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,11,,,,
8,,,AX_Gebaeude,F11__531795,,,1010,Wohnhaus,,11000001027720023,4200,Aus Katasterkarten digitalisiert,02772,Levetzowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,23,,,,
5,,,AX_Gebaeude,F11__531796,,,1010,Wohnhaus,,11000001000990044,4200,Aus Katasterkarten digitalisiert,00099,Alt-Moabit,44,2,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531797,,,1010,Wohnhaus,,11000001024150002,4200,Aus Katasterkarten digitalisiert,02415,Kirchstraße,,,2500,Gebäudeblock in geschlossener Bauweise,2,,,,
1,,,AX_Gebaeude,F11__531799,,,1010,Wohnhaus,,11000001017840028,4200,Aus Katasterkarten digitalisiert,01784,Händelallee,,,1100,Freistehendes Einzelgebäude,28,,,,
5,,,AX_Gebaeude,F11__531800,,,1010,Wohnhaus,,11000001011520035,4200,Aus Katasterkarten digitalisiert,01152,Emdener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,35,,,,
2,,,AX_Gebaeude,F11__531801,,,3065,Kinderkrippe Kindergarten, Kindertagesstätte,,11000001050490018,4200,Aus Katasterkarten digitalisiert,05049,Zwinglistraße,18,1,,,,,,,
5,,,AX_Gebaeude,F11__531802,,,1010,Wohnhaus,,11000001020660030,4200,Aus Katasterkarten digitalisiert,02066,Holsteiner Ufer,,,2500,Gebäudeblock in geschlossener Bauweise,30,,,,
1,,,AX_Gebaeude,F11__531803,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000001041730025,4200,Aus Katasterkarten digitalisiert,04173,Siemensstraße,25,1,,,,,,,
1,,,AX_Gebaeude,F11__531804,,,2463,Garage,,11000001048690021,4200,Aus Katasterkarten digitalisiert,04869,Wilhelmshavener Straße,21,1,1400,Doppelgarage,,,,,
4,,,AX_Gebaeude,F11__531805,,,2100,Gebäude für Gewerbe und Industrie,,11000001048170001,4200,Aus Katasterkarten digitalisiert,04817,Westhafenstraße,1,70,,,,,,,
5,,,AX_Gebaeude,F11__531806,,,1010,Wohnhaus,,11000001007270076,4200,Aus Katasterkarten digitalisiert,00727,Bremer Straße,,,2500,Gebäudeblock in geschlossener Bauweise,76,,,,
5,,,AX_Gebaeude,F11__531810,,,1010,Wohnhaus,,11000001013090011,4200,Aus Katasterkarten digitalisiert,01309,Flotowstraße,11,2,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531811,,,1010,Wohnhaus,,11000001008720013,4200,Aus Katasterkarten digitalisiert,00872,Claudiusstraße,,,2500,Gebäudeblock in geschlossener Bauweise,13,,,,
6,,,AX_Gebaeude,F11__531812,,,1010,Wohnhaus,,11000001025800007,4200,Aus Katasterkarten digitalisiert,02580,Krefelder Straße,,,2500,Gebäudeblock in geschlossener Bauweise,7,,,,
4,,,AX_Gebaeude,F11__531813,,,2010,Gebäude für Handel und Dienstleistungen,,11000001045690021,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,21,1,,,,,,,
6,,,AX_Gebaeude,F11__531816,,,1010,Wohnhaus,,11000001041700019,4200,Aus Katasterkarten digitalisiert,04170,Siegmunds Hof,,,2500,Gebäudeblock in geschlossener Bauweise,19,,,,
5,,,AX_Gebaeude,F11__531817,,,1010,Wohnhaus,,11000001044780009,4200,Aus Katasterkarten digitalisiert,04478,Thomasiusstraße,,,2500,Gebäudeblock in geschlossener Bauweise,9,,,,
7,,,AX_Gebaeude,F11__531818,,,1010,Wohnhaus,,11000001021290029,4200,Aus Katasterkarten digitalisiert,02129,Huttenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,29,,,,
5,,,AX_Gebaeude,F11__531825,,,1010,Wohnhaus,,11000001037870043,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,43,2,2500,Gebäudeblock in geschlossener Bauweise,,,,,
3,,,AX_Gebaeude,F11__531828,,,2120,Werkstatt,,11000001021290012,4200,Aus Katasterkarten digitalisiert,02129,Huttenstraße,12,8,,,,,,,
5,,,AX_Gebaeude,F11__531830,,,1010,Wohnhaus,,11000001011200015,4200,Aus Katasterkarten digitalisiert,01120,Elberfelder Straße,15,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
6,,,AX_Gebaeude,F11__531831,,,1010,Wohnhaus,,11000001005740010,4200,Aus Katasterkarten digitalisiert,00574,Birkenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,10,,,,
5,,,AX_Gebaeude,F11__531832,,,1010,Wohnhaus,,11000001007130007,4200,Aus Katasterkarten digitalisiert,05412,Bugenhagenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,15,,,,
1,,,AX_Gebaeude,F11__531833,,,1010,Wohnhaus,,11000001017840026,4200,Aus Katasterkarten digitalisiert,01784,Händelallee,26,1,1100,Freistehendes Einzelgebäude,,,,,
2,,,AX_Gebaeude,F11__531836,,,2400,Betriebsgebäude zu Verkehrsanlagen (allgemein),,11000001000990085,4200,Aus Katasterkarten digitalisiert,00099,Alt-Moabit,85,2,,,,BVG Fernsteuerwarte,,,
1,,,AX_Gebaeude,F11__531837,,,1010,Wohnhaus,,11000001017840034,4200,Aus Katasterkarten digitalisiert,01784,Händelallee,,,1100,Freistehendes Einzelgebäude,34,,,,
5,,,AX_Gebaeude,F11__531839,,,1010,Wohnhaus,,11000001011200035,4200,Aus Katasterkarten digitalisiert,01120,Elberfelder Straße,,,2500,Gebäudeblock in geschlossener Bauweise,35,,,,
5,,,AX_Gebaeude,F11__531840,,,1010,Wohnhaus,,11000001018660018,4200,Aus Katasterkarten digitalisiert,01866,Havelberger Straße,18,2,2500,Gebäudeblock in geschlossener Bauweise,,,,,
6,,,AX_Gebaeude,F11__531842,,,1010,Wohnhaus,,11000001049670008,4200,Aus Katasterkarten digitalisiert,04967,Wullenweberstraße,,,1200,Freistehender Gebäudeblock,9,,,,
5,,,AX_Gebaeude,F11__531843,,,1010,Wohnhaus,,11000001039650002,4200,Aus Katasterkarten digitalisiert,03965,Schleswiger Ufer,,,1200,Freistehender Gebäudeblock,2,,,,
5,,,AX_Gebaeude,F11__531847,,,1010,Wohnhaus,,11000001011520035,4200,Aus Katasterkarten digitalisiert,01152,Emdener Straße,35,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531849,,,1010,Wohnhaus,,11000001027720021,4200,Aus Katasterkarten digitalisiert,02772,Levetzowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,21,,,,
5,,,AX_Gebaeude,F11__531850,,,1010,Wohnhaus,,11000001016460024,4200,Aus Katasterkarten digitalisiert,01646,Gotzkowskystraße,,,2500,Gebäudeblock in geschlossener Bauweise,24,,,,
6,,,AX_Gebaeude,F11__531853,,,1010,Wohnhaus,,11000001037870012,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,12,,,,
5,,,AX_Gebaeude,F11__531854,,,1010,Wohnhaus,,11000001048690067,4200,Aus Katasterkarten digitalisiert,04869,Wilhelmshavener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,67,,,,
6,,,AX_Gebaeude,F11__531858,,,1010,Wohnhaus,,11000001005430057,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,2500,Gebäudeblock in geschlossener Bauweise,57A,,,,
2,,,AX_Gebaeude,F11__531859,,,2020,Bürogebäude,,11000001041700002,4200,Aus Katasterkarten digitalisiert,04170,Siegmunds Hof,,,,,2,,,,
4,,,AX_Gebaeude,F11__531860,,,1010,Wohnhaus,,11000001046880033,4200,Aus Katasterkarten digitalisiert,04688,Waldstraße,,,2500,Gebäudeblock in geschlossener Bauweise,33D,,,,
6,,,AX_Gebaeude,F11__531861,,,1010,Wohnhaus,,11000001016460007,4200,Aus Katasterkarten digitalisiert,01646,Gotzkowskystraße,,,2500,Gebäudeblock in geschlossener Bauweise,7,,,,
4,,,AX_Gebaeude,F11__531863,,,1010,Wohnhaus,,11000001000990050,4200,Aus Katasterkarten digitalisiert,00099,Alt-Moabit,50,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531865,,,1010,Wohnhaus,,11000001022190012,4200,Aus Katasterkarten digitalisiert,02219,Jagowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,12,,,,
5,,,AX_Gebaeude,F11__531866,,,2111,Fabrik,,11000001011760002,4200,Aus Katasterkarten digitalisiert,01176,Erasmusstraße,2,1,,,,,,,
6,,,AX_Gebaeude,F11__531867,,,2142,Speichergebäude,,11000001048170001,4200,Aus Katasterkarten digitalisiert,04817,Westhafenstraße,1,97,,,,,,,
5,,,AX_Gebaeude,F11__531868,,,1010,Wohnhaus,,11000001028690035,4200,Aus Katasterkarten digitalisiert,02869,Lübecker Straße,35,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531870,,,1010,Wohnhaus,,11000001046880058,4200,Aus Katasterkarten digitalisiert,04688,Waldstraße,,,2500,Gebäudeblock in geschlossener Bauweise,58,,,,
6,,,AX_Gebaeude,F11__531871,,,1010,Wohnhaus,,11000001045690063,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,,,2500,Gebäudeblock in geschlossener Bauweise,63,,,,
5,,,AX_Gebaeude,F11__531872,,,1010,Wohnhaus,,11000001043170005,4200,Aus Katasterkarten digitalisiert,04317,Stendaler Straße,,,2500,Gebäudeblock in geschlossener Bauweise,5,,,,
5,,,AX_Gebaeude,F11__531874,,,1010,Wohnhaus,,11000001043170003,4200,Aus Katasterkarten digitalisiert,04317,Stendaler Straße,,,2500,Gebäudeblock in geschlossener Bauweise,3,,,,
5,,,AX_Gebaeude,F11__531875,,,1010,Wohnhaus,,11000001000990058,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,2500,Gebäudeblock in geschlossener Bauweise,1,,,,
5,,,AX_Gebaeude,F11__531879,,,1010,Wohnhaus,,11000001008070012,4200,Aus Katasterkarten digitalisiert,00807,Bundesratufer,12,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531881,,,1010,Wohnhaus,,11000001011520037,4200,Aus Katasterkarten digitalisiert,01152,Emdener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,37,,,,
4,,,AX_Gebaeude,F11__531882,,,1010,Wohnhaus,,11000001000990036,4200,Aus Katasterkarten digitalisiert,00099,Alt-Moabit,36,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531885,,,1010,Wohnhaus,,11000001024320010,4200,Aus Katasterkarten digitalisiert,02432,Klarenbachstraße,,,2500,Gebäudeblock in geschlossener Bauweise,10,,,,
5,,,AX_Gebaeude,F11__531886,,,1010,Wohnhaus,,11000001012070013,4200,Aus Katasterkarten digitalisiert,01207,Essener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,13,,,,
1,,,AX_Gebaeude,F11__531889,,,2423,Stellwerk Blockstelle,,11000001075910001,4200,Aus Katasterkarten digitalisiert,07591,G-Bhf. Moabit,1,1,,,,,,,
5,,,AX_Gebaeude,F11__531891,,,1010,Wohnhaus,,11000001008720007,4200,Aus Katasterkarten digitalisiert,00872,Claudiusstraße,,,2500,Gebäudeblock in geschlossener Bauweise,7,,,,
2,,,AX_Gebaeude,F11__531893,,,2621,Müllbunker,,11000001005430044,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,44N,57,,,,,,,
1,,,AX_Gebaeude,F11__531895,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000001041620059,4200,Aus Katasterkarten digitalisiert,04162,Sickingenstraße,59,1,,,,,,,
2,,,AX_Gebaeude,F11__531898,,,2142,Speichergebäude,,11000001005430044,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,44N,44,,,,,,,
1,,,AX_Gebaeude,F11__531899,,,2200,Sonstiges Gebäude für Gewerbe und Industrie,,11000001035760083,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,83,4,,,,,,,
2,,,AX_Gebaeude,F11__531901,,,3065,Kinderkrippe Kindergarten, Kindertagesstätte,,11000001011520012,4200,Aus Katasterkarten digitalisiert,01152,Emdener Straße,,,,,12,,,,
7,,,AX_Gebaeude,F11__531902,,,1010,Wohnhaus,,11000001022190035,4200,Aus Katasterkarten digitalisiert,02219,Jagowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,35A,,,,
5,,,AX_Gebaeude,F11__531903,,,1010,Wohnhaus,,11000001016460029,4200,Aus Katasterkarten digitalisiert,01646,Gotzkowskystraße,,,2500,Gebäudeblock in geschlossener Bauweise,29,,,,
7,,,AX_Gebaeude,F11__531904,,,1010,Wohnhaus,,11000001007130027,4200,Aus Katasterkarten digitalisiert,00713,Bredowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,27B,,,,
2,,,AX_Gebaeude,F11__531905,,,2461,Parkhaus,,11000001005430026,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,26,2,,,,,,,
7,,,AX_Gebaeude,F11__531906,,,1010,Wohnhaus,,11000001004270024,4200,Aus Katasterkarten digitalisiert,00427,Bartningallee,,,2500,Gebäudeblock in geschlossener Bauweise,24,,,,
3,,,AX_Gebaeude,F11__531907,,,2100,Gebäude für Gewerbe und Industrie,,11000001022890007,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,,,7,,,,
3,,,AX_Gebaeude,F11__531908,,,2111,Fabrik,,11000001022890010,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,10,1,,,,,,,
5,,,AX_Gebaeude,F11__531913,,,1010,Wohnhaus,,11000001048350009,4200,Aus Katasterkarten digitalisiert,04835,Wiclefstraße,9,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
3,,,AX_Gebaeude,F11__531914,,,1010,Wohnhaus,,11000001041700012,4200,Aus Katasterkarten digitalisiert,04170,Siegmunds Hof,,,1200,Freistehender Gebäudeblock,12,,,,
5,,,AX_Gebaeude,F11__531915,,,1010,Wohnhaus,,11000001043200050,4200,Aus Katasterkarten digitalisiert,04320,Stephanstraße,50,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531918,,,2111,Fabrik,,11000001021290012,4200,Aus Katasterkarten digitalisiert,02129,Huttenstraße,12,2,,,,,,,
5,,,AX_Gebaeude,F11__531919,,,1010,Wohnhaus,,11000001037870039,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,39,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531922,,,1010,Wohnhaus,,11000001005430005,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,2500,Gebäudeblock in geschlossener Bauweise,5,,,,
14,,,AX_Gebaeude,F11__531927,,,1010,Wohnhaus,,11000001004270009,4200,Aus Katasterkarten digitalisiert,00427,Bartningallee,,,9999,Sonstiges,9,,true,,
5,,,AX_Gebaeude,F11__531928,,,1010,Wohnhaus,,11000001011200019,4200,Aus Katasterkarten digitalisiert,01120,Elberfelder Straße,,,2500,Gebäudeblock in geschlossener Bauweise,19,,,,
2,,,AX_Gebaeude,F11__531932,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000001005430044,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,44N,33,,,,,,,
1,,,AX_Gebaeude,F11__531933,,,2060,Messehalle,,11000001021290050,4200,Aus Katasterkarten digitalisiert,02129,Huttenstraße,50,2,,,,,,,
5,,,AX_Gebaeude,F11__531934,,,1010,Wohnhaus,,11000001033110020,4200,Aus Katasterkarten digitalisiert,03311,Oldenburger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,20,,,,
2,,,AX_Gebaeude,F11__531935,,,2120,Werkstatt,,11000001022890004,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,4,1,,,,,,,
5,,,AX_Gebaeude,F11__531937,,,1010,Wohnhaus,,11000001036060046,4200,Aus Katasterkarten digitalisiert,03606,Rathenower Straße,,,2500,Gebäudeblock in geschlossener Bauweise,46,,,,
5,,,AX_Gebaeude,F11__531940,,,1010,Wohnhaus,,11000001005740013,4200,Aus Katasterkarten digitalisiert,00574,Birkenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,13B,,,,
5,,,AX_Gebaeude,F11__531941,,,1010,Wohnhaus,,11000001005430070,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,2500,Gebäudeblock in geschlossener Bauweise,70,,,,
1,,,AX_Gebaeude,F11__531942,,,2120,Werkstatt,,11000001035760047,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,47,2,,,,,,,
6,,,AX_Gebaeude,F11__531943,,,1010,Wohnhaus,,11000001028690040,4200,Aus Katasterkarten digitalisiert,02869,Lübecker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,40,,,,
5,,,AX_Gebaeude,F11__531944,,,1010,Wohnhaus,,11000001041730004,4200,Aus Katasterkarten digitalisiert,04173,Siemensstraße,,,2500,Gebäudeblock in geschlossener Bauweise,4,,,,
5,,,AX_Gebaeude,F11__531946,,,1010,Wohnhaus,,11000001037870010,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,10,,,,
5,,,AX_Gebaeude,F11__531947,,,1010,Wohnhaus,,11000001050490014,4200,Aus Katasterkarten digitalisiert,05049,Zwinglistraße,14,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
