AnzahlDerObergeschosse,Bauart_schluessel,Bauart_bezeichnung,AAA-Beschreibung,alias,LageZurErdoberflaeche_schluessel,LageZurErdoberflaeche_bezeichnung,Gebaeudefunktion_schluessel,Gebaeudefunktion_bezeichnung,AnzahlDerUntergeschosse,Gebaeudekennzeichen,Beschreibung_schluessel,Beschreibung_bezeichnung,Strassen_schluessel,Strassen_name,PseudoNummer,LaufendeNummer,Bauweise_schluessel,Bauweise_bezeichnung,Hausnummer,Name,Hochhaus,Zustand_schluessel,Zustand_bezeichnung
5,,,AX_Gebaeude,F11__531475,,,1010,Wohnhaus,,11000001043200024,4200,Aus Katasterkarten digitalisiert,04320,Stephanstraße,,,2500,Gebäudeblock in geschlossener Bauweise,24,,,,
5,,,AX_Gebaeude,F11__531477,,,1010,Wohnhaus,,11000001048350029,4200,Aus Katasterkarten digitalisiert,04835,Wiclefstraße,,,2500,Gebäudeblock in geschlossener Bauweise,29,,,,
1,,,AX_Gebaeude,F11__531479,,,2120,Werkstatt,,11000001005430068,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,68,2,,,,,,,
1,,,AX_Gebaeude,F11__531482,,,1010,Wohnhaus,,11000001043570039,4200,Aus Katasterkarten digitalisiert,04357,Stromstraße,39,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531483,,,1010,Wohnhaus,,11000001022890102,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,102,,,,
5,,,AX_Gebaeude,F11__531484,,,1010,Wohnhaus,,11000001000250003,4200,Aus Katasterkarten digitalisiert,00025,Agricolastraße,,,2500,Gebäudeblock in geschlossener Bauweise,3A,,,,
5,,,AX_Gebaeude,F11__531485,,,1010,Wohnhaus,,11000001045790008,4200,Aus Katasterkarten digitalisiert,04579,Ufnaustraße,,,2500,Gebäudeblock in geschlossener Bauweise,8,,,,
5,,,AX_Gebaeude,F11__531487,,,1010,Wohnhaus,,11000001020660022,4200,Aus Katasterkarten digitalisiert,02066,Holsteiner Ufer,,,2500,Gebäudeblock in geschlossener Bauweise,24,,,,
4,,,AX_Gebaeude,F11__531488,,,1010,Wohnhaus,,11000001046880047,4200,Aus Katasterkarten digitalisiert,04688,Waldstraße,,,2500,Gebäudeblock in geschlossener Bauweise,47,,,,
1,,,AX_Gebaeude,F11__531490,,,2140,Gebäude für Vorratshaltung,,11000001048690064,4200,Aus Katasterkarten digitalisiert,04869,Wilhelmshavener Straße,64,2,,,,,,,
7,,,AX_Gebaeude,F11__531492,,,1010,Wohnhaus,,11000001054120001,4200,Aus Katasterkarten digitalisiert,05412,Bugenhagenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,1,,,,
6,,,AX_Gebaeude,F11__531493,,,1010,Wohnhaus,,11000001005430041,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,2500,Gebäudeblock in geschlossener Bauweise,41,,,,
1,,,AX_Gebaeude,F11__531498,,,2463,Garage,,11000001005430058,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,58,1,1500,Sammelgarage,,,,,
1,,,AX_Gebaeude,F11__531501,,,2463,Garage,,11000001037870007,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,7,2,1300,Einzelgarage,,,,,
5,,,AX_Gebaeude,F11__531502,,,1010,Wohnhaus,,11000001045000010,4200,Aus Katasterkarten digitalisiert,04500,Tile-Wardenberg-Straße,,,2500,Gebäudeblock in geschlossener Bauweise,10,,,,
1,,,AX_Gebaeude,F11__531504,,,2463,Garage,,11000001037870007,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,7,1,1500,Sammelgarage,,,,,
1,,,AX_Gebaeude,F11__531507,,,2000,Gebäude für Wirtschaft oder Gewerbe,,11000001041730022,9998,Nach Quellenlage nicht zu spezifizieren,04173,Siemensstraße,22,3,,,,,,,
5,,,AX_Gebaeude,F11__531508,,,1010,Wohnhaus,,11000001018660004,4200,Aus Katasterkarten digitalisiert,01866,Havelberger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,4,,,,
7,,,AX_Gebaeude,F11__531510,,,1120,Wohngebäude mit Handel und Dienstleistungen,,11000001004270024,4200,Aus Katasterkarten digitalisiert,00427,Bartningallee,24,1,,,,,,,
5,,,AX_Gebaeude,F11__531512,,,1010,Wohnhaus,,11000001021290032,4200,Aus Katasterkarten digitalisiert,02129,Huttenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,32,,,,
1,,,AX_Gebaeude,F11__531514,,,3220,Badegebäude,,11000001048170001,4200,Aus Katasterkarten digitalisiert,04817,Westhafenstraße,1,57,,,,,,,
5,,,AX_Gebaeude,F11__531515,,,1010,Wohnhaus,,11000001034270028,4200,Aus Katasterkarten digitalisiert,03427,Perleberger Straße,28,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
1,,,AX_Gebaeude,F11__531516,,,2463,Garage,,11000001035760052,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,52,2,1300,Einzelgarage,,,,,
1,,,AX_Gebaeude,F11__531517,,,2000,Gebäude für Wirtschaft oder Gewerbe,,11000001017150006,9998,Nach Quellenlage nicht zu spezifizieren,01715,Großer Stern,6,,,,,,,,
5,,,AX_Gebaeude,F11__531522,,,1010,Wohnhaus,,11000001012070026,4200,Aus Katasterkarten digitalisiert,02580,Krefelder Straße,,,2500,Gebäudeblock in geschlossener Bauweise,15,,,,
3,,,AX_Gebaeude,F11__531525,,,2100,Gebäude für Gewerbe und Industrie,,11000001022890008,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,,,8,,,,
5,,,AX_Gebaeude,F11__531526,,,2142,Speichergebäude,,11000001048170001,4200,Aus Katasterkarten digitalisiert,04817,Westhafenstraße,1,47,,,,,,,
5,,,AX_Gebaeude,F11__531527,,,1010,Wohnhaus,,11000001034270045,4200,Aus Katasterkarten digitalisiert,03427,Perleberger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,45,,,,
1,,,AX_Gebaeude,F11__531528,,,2463,Garage,,11000001043200053,4200,Aus Katasterkarten digitalisiert,04320,Stephanstraße,53,2,1300,Einzelgarage,,,,,
5,,,AX_Gebaeude,F11__531529,,,1010,Wohnhaus,,11000001022190004,4200,Aus Katasterkarten digitalisiert,02219,Jagowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,4B,,,,
1,,,AX_Gebaeude,F11__531530,,,2130,Tankstelle,,11000001048170001,4200,Aus Katasterkarten digitalisiert,04817,Westhafenstraße,1,80,,,,,,,
6,,,AX_Gebaeude,F11__531531,,,1010,Wohnhaus,,11000001043570050,4200,Aus Katasterkarten digitalisiert,04357,Stromstraße,,,2500,Gebäudeblock in geschlossener Bauweise,50,,,,
6,,,AX_Gebaeude,F11__531533,,,1010,Wohnhaus,,11000001035650013,4200,Aus Katasterkarten digitalisiert,03565,Putlitzstraße,,,2500,Gebäudeblock in geschlossener Bauweise,13,,,,
2,,,AX_Gebaeude,F11__531534,,,2463,Garage,,11000001035760052,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,52,1,1500,Sammelgarage,,,,,
5,,,AX_Gebaeude,F11__531536,,,1010,Wohnhaus,,11000001004270021,4200,Aus Katasterkarten digitalisiert,00427,Bartningallee,,,2500,Gebäudeblock in geschlossener Bauweise,21,,,,
7,,,AX_Gebaeude,F11__531537,,,1010,Wohnhaus,,11000001037870006,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,6,,,,
1,,,AX_Gebaeude,F11__531538,,,1010,Wohnhaus,,11000001017840063,4200,Aus Katasterkarten digitalisiert,01784,Händelallee,,,1100,Freistehendes Einzelgebäude,63,,,,
1,,,AX_Gebaeude,F11__531539,,,3060,Gebäude für soziale Zwecke,,11000001005740035,4200,Aus Katasterkarten digitalisiert,00574,Birkenstraße,35,1,,,,,,,
5,,,AX_Gebaeude,F11__531540,,,1010,Wohnhaus,,11000001000250005,4200,Aus Katasterkarten digitalisiert,00025,Agricolastraße,,,2500,Gebäudeblock in geschlossener Bauweise,5,,,,
,,,AX_Gebaeude,F11__531543,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000001005430016,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,16,1,,,,,,,
5,,,AX_Gebaeude,F11__531544,,,1010,Wohnhaus,,11000001011200031,4200,Aus Katasterkarten digitalisiert,01120,Elberfelder Straße,31,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531545,,,1010,Wohnhaus,,11000001048690017,4200,Aus Katasterkarten digitalisiert,04869,Wilhelmshavener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,17,,,,
1,,,AX_Gebaeude,F11__531546,,,2120,Werkstatt,,11000001037870035,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,35,1,,,,,,,
5,,,AX_Gebaeude,F11__531547,,,2111,Fabrik,,11000001024320001,4200,Aus Katasterkarten digitalisiert,02432,Klarenbachstraße,1,1,,,,,,,
1,,,AX_Gebaeude,F11__531551,,,2463,Garage,,11000001046880016,4200,Aus Katasterkarten digitalisiert,04688,Waldstraße,16,1,1500,Sammelgarage,,,,,
1,,,AX_Gebaeude,F11__531554,,,2120,Werkstatt,,11000001016460027,4200,Aus Katasterkarten digitalisiert,01646,Gotzkowskystraße,27,1,,,,,,,
1,,,AX_Gebaeude,F11__531556,,,2120,Werkstatt,,11000001005430061,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,61,1,,,,,,,
5,,,AX_Gebaeude,F11__531559,,,1010,Wohnhaus,,11000001025800014,4200,Aus Katasterkarten digitalisiert,02580,Krefelder Straße,14,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531560,,,1010,Wohnhaus,,11000001045790016,4200,Aus Katasterkarten digitalisiert,04579,Ufnaustraße,,,2500,Gebäudeblock in geschlossener Bauweise,16,,,,
1,,,AX_Gebaeude,F11__531566,,,2120,Werkstatt,,11000001043570011,4200,Aus Katasterkarten digitalisiert,04357,Stromstraße,11,8,,,,,,,
5,,,AX_Gebaeude,F11__531570,,,1010,Wohnhaus,,11000001035760107,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,107,,,,
5,,,AX_Gebaeude,F11__531571,,,1010,Wohnhaus,,11000001018660008,4200,Aus Katasterkarten digitalisiert,01866,Havelberger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,8,,,,
6,,,AX_Gebaeude,F11__531572,,,1010,Wohnhaus,,11000001045690018,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,,,2500,Gebäudeblock in geschlossener Bauweise,18,,,,
1,,,AX_Gebaeude,F11__531573,,,2621,Müllbunker,,11000001011760003,4200,Aus Katasterkarten digitalisiert,01176,Erasmusstraße,3,1,,,,,,,
5,,,AX_Gebaeude,F11__531574,,,1010,Wohnhaus,,11000001028690044,4200,Aus Katasterkarten digitalisiert,02869,Lübecker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,44,,,,
,,,AX_Gebaeude,F11__531578,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000001003800010,4200,Aus Katasterkarten digitalisiert,00380,Bachstraße,10,1,,,,,,,
2,,,AX_Gebaeude,F11__531579,,,3050,Gebäude für Gesundheitswesen,,11000001045690020,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,,,,,20A,Dialysezentrum,,,
6,,,AX_Gebaeude,F11__531580,,,2020,Bürogebäude,,11000001043570001,4200,Aus Katasterkarten digitalisiert,04357,Stromstraße,,,,,1,,,,
2,,,AX_Gebaeude,F11__531583,,,2080,Gebäude für Bewirtung,,11000001022890101,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,101,2,,,,,,,
5,,,AX_Gebaeude,F11__531584,,,1010,Wohnhaus,,11000001011200009,4200,Aus Katasterkarten digitalisiert,01120,Elberfelder Straße,,,2500,Gebäudeblock in geschlossener Bauweise,9,,,,
1,,,AX_Gebaeude,F11__531585,,,2463,Garage,,11000001012990019,4200,Aus Katasterkarten digitalisiert,01299,Flensburger Straße,19,1,1300,Einzelgarage,,,,,
5,,,AX_Gebaeude,F11__531586,,,1010,Wohnhaus,,11000001035650016,4200,Aus Katasterkarten digitalisiert,03565,Putlitzstraße,,,2500,Gebäudeblock in geschlossener Bauweise,16,,,,
5,,,AX_Gebaeude,F11__531588,,,1010,Wohnhaus,,11000001005430006,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,2500,Gebäudeblock in geschlossener Bauweise,6,,,,
6,,,AX_Gebaeude,F11__531590,,,1010,Wohnhaus,,11000001007270041,4200,Aus Katasterkarten digitalisiert,00727,Bremer Straße,,,2500,Gebäudeblock in geschlossener Bauweise,41,,,,
5,,,AX_Gebaeude,F11__531592,,,1010,Wohnhaus,,11000001022570003,4200,Aus Katasterkarten digitalisiert,02257,Jonasstraße,,,2500,Gebäudeblock in geschlossener Bauweise,3,,,,
1,,,AX_Gebaeude,F11__531593,,,2120,Werkstatt,,11000001041620041,4200,Aus Katasterkarten digitalisiert,04162,Sickingenstraße,41,3,,,,,,,
5,,,AX_Gebaeude,F11__531596,,,1010,Wohnhaus,,11000001037870009,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,9,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531597,,,1010,Wohnhaus,,11000001048690031,4200,Aus Katasterkarten digitalisiert,04869,Wilhelmshavener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,31,,,,
5,,,AX_Gebaeude,F11__531599,,,1010,Wohnhaus,,11000001028690016,4200,Aus Katasterkarten digitalisiert,02869,Lübecker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,16,,,,
2,,,AX_Gebaeude,F11__531600,,,3044,Gemeindehaus,,11000001004100042,4200,Aus Katasterkarten digitalisiert,00410,Bandelstraße,,,,,42,,,,
5,,,AX_Gebaeude,F11__531602,,,1010,Wohnhaus,,11000001037870033,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,33,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531606,,,1010,Wohnhaus,,11000001043170020,4200,Aus Katasterkarten digitalisiert,04317,Stendaler Straße,,,2500,Gebäudeblock in geschlossener Bauweise,20,,,,
5,,,AX_Gebaeude,F11__531607,,,1010,Wohnhaus,,11000001027720016,4200,Aus Katasterkarten digitalisiert,02772,Levetzowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,16,,,,
,,,AX_Gebaeude,F11__531609,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000001019230007,9998,Nach Quellenlage nicht zu spezifizieren,01923,Helgoländer Ufer,7,1,,,,,,,
1,,,AX_Gebaeude,F11__531610,,,2500,Gebäude zur Versorgung,,11000001041620020,4200,Aus Katasterkarten digitalisiert,04162,Sickingenstraße,20,7,,,,,,,
3,,,AX_Gebaeude,F11__531611,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000001041620020,4200,Aus Katasterkarten digitalisiert,04162,Sickingenstraße,20,3,,,,,,,
5,,,AX_Gebaeude,F11__531613,,,3041,Kirche,,11000001005740060,4200,Aus Katasterkarten digitalisiert,00574,Birkenstraße,60,1,,,,Heilige-Geist-Kirche,,,
5,,,AX_Gebaeude,F11__531614,,,1010,Wohnhaus,,11000001042090009,4200,Aus Katasterkarten digitalisiert,04209,Solinger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,9,,,,
5,,,AX_Gebaeude,F11__531616,,,1010,Wohnhaus,,11000001037870021,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,21,,,,
5,,,AX_Gebaeude,F11__531621,,,1010,Wohnhaus,,11000001000250029,4200,Aus Katasterkarten digitalisiert,00025,Agricolastraße,,,2500,Gebäudeblock in geschlossener Bauweise,29A,,,,
5,,,AX_Gebaeude,F11__531622,,,1010,Wohnhaus,,11000001035760122,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,122,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531623,,,1010,Wohnhaus,,11000001028690051,4200,Aus Katasterkarten digitalisiert,02869,Lübecker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,51,,,,
8,,,AX_Gebaeude,F11__531624,,,2071,Hotel Motel, Pension,1,11000001016460021,4200,Aus Katasterkarten digitalisiert,01646,Gotzkowskystraße,,,,,21,,,,
6,,,AX_Gebaeude,F11__531626,,,1010,Wohnhaus,,11000001005430028,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,2500,Gebäudeblock in geschlossener Bauweise,28,,,,
,,,AX_Gebaeude,F11__531627,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000001011760007,4200,Aus Katasterkarten digitalisiert,01176,Erasmusstraße,7A,1,,,,,,,
,,,AX_Gebaeude,F11__531628,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000001045690068,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,68,1,,,,,,,
5,,,AX_Gebaeude,F11__531629,,,2111,Fabrik,,11000001022890101,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,101,6,,,,,,,
3,,,AX_Gebaeude,F11__531632,,,1010,Wohnhaus,,11000001041700015,4200,Aus Katasterkarten digitalisiert,04170,Siegmunds Hof,,,1200,Freistehender Gebäudeblock,15A,,,,
6,,,AX_Gebaeude,F11__531634,,,1010,Wohnhaus,,11000001022190042,4200,Aus Katasterkarten digitalisiert,02219,Jagowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,42A,,,,
5,,,AX_Gebaeude,F11__531635,,,1010,Wohnhaus,,11000001028690009,4200,Aus Katasterkarten digitalisiert,02869,Lübecker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,9,,,,
5,,,AX_Gebaeude,F11__531637,,,1010,Wohnhaus,,11000001043570043,4200,Aus Katasterkarten digitalisiert,04357,Stromstraße,,,2500,Gebäudeblock in geschlossener Bauweise,43,,,,
1,,,AX_Gebaeude,F11__531638,,,2100,Gebäude für Gewerbe und Industrie,,11000001048370029,4200,Aus Katasterkarten digitalisiert,04837,Wiebestraße,29,1,,,,,,,
3,,,AX_Gebaeude,F11__531641,,,3044,Gemeindehaus,,11000001033110045,4200,Aus Katasterkarten digitalisiert,03311,Oldenburger Straße,,,,,45,,,,
4,,,AX_Gebaeude,F11__531643,,,1010,Wohnhaus,,11000001008720015,4200,Aus Katasterkarten digitalisiert,00872,Claudiusstraße,,,1200,Freistehender Gebäudeblock,15,,,,
5,,,AX_Gebaeude,F11__531652,,,1010,Wohnhaus,,11000001005430065,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,2500,Gebäudeblock in geschlossener Bauweise,65,,,,
6,,,AX_Gebaeude,F11__531653,,,1010,Wohnhaus,,11000001048690010,4200,Aus Katasterkarten digitalisiert,04869,Wilhelmshavener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,10,,,,
1,,,AX_Gebaeude,F11__531654,,,2100,Gebäude für Gewerbe und Industrie,,11000001041730024,4200,Aus Katasterkarten digitalisiert,04173,Siemensstraße,24,1,,,,,,,
5,,,AX_Gebaeude,F11__531656,,,1010,Wohnhaus,,11000001028690004,4200,Aus Katasterkarten digitalisiert,02869,Lübecker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,4,,,,
1,,,AX_Gebaeude,F11__531657,,,1010,Wohnhaus,,11000001017840032,4200,Aus Katasterkarten digitalisiert,01784,Händelallee,,,1100,Freistehendes Einzelgebäude,32,,,,
1,,,AX_Gebaeude,F11__531658,,,2140,Gebäude für Vorratshaltung,,11000001035760068,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,68,9,,,,,,,
1,,,AX_Gebaeude,F11__531659,,,2520,Gebäude zur Elektrizitätsversorgung,,11000001013930010,4200,Aus Katasterkarten digitalisiert,01393,Friedrich-Krause-Ufer,10,30,,,,,,,
7,,,AX_Gebaeude,F11__531660,,,1010,Wohnhaus,,11000001038770017,4200,Aus Katasterkarten digitalisiert,03877,Salzwedeler Straße,,,2500,Gebäudeblock in geschlossener Bauweise,17,,,,
8,,,AX_Gebaeude,F11__531662,,,1010,Wohnhaus,,11000001039650005,4200,Aus Katasterkarten digitalisiert,03965,Schleswiger Ufer,,,1200,Freistehender Gebäudeblock,5,,,,
6,,,AX_Gebaeude,F11__531664,,,1010,Wohnhaus,,11000001000990078,4200,Aus Katasterkarten digitalisiert,00099,Alt-Moabit,,,2500,Gebäudeblock in geschlossener Bauweise,78,,,,
1,,,AX_Gebaeude,F11__531665,,,2520,Gebäude zur Elektrizitätsversorgung,,11000001011200011,4200,Aus Katasterkarten digitalisiert,01120,Elberfelder Straße,11,1,,,,,,,
17,,,AX_Gebaeude,F11__531667,,,1010,Wohnhaus,,11000001004270005,4200,Aus Katasterkarten digitalisiert,00427,Bartningallee,,,9999,Sonstiges,5,,true,,
5,,,AX_Gebaeude,F11__531668,,,1010,Wohnhaus,,11000001005740030,4200,Aus Katasterkarten digitalisiert,00574,Birkenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,30,,,,
1,,,AX_Gebaeude,F11__531669,,,2724,Stall,,11000001048690023,4200,Aus Katasterkarten digitalisiert,04869,Wilhelmshavener Straße,23,1,,,,,,,
5,,,AX_Gebaeude,F11__531670,,,2142,Speichergebäude,,11000001048170001,4200,Aus Katasterkarten digitalisiert,04817,Westhafenstraße,1,38,,,,,,,
,,,AX_Gebaeude,F11__531671,,,2020,Bürogebäude,,11000001000990100,4200,Aus Katasterkarten digitalisiert,00099,Alt-Moabit,,,,,100,,,,
1,,,AX_Gebaeude,F11__531673,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000001024150004,4200,Aus Katasterkarten digitalisiert,02415,Kirchstraße,4,2,,,,,,,
5,,,AX_Gebaeude,F11__531675,,,1010,Wohnhaus,,11000001045790007,4200,Aus Katasterkarten digitalisiert,04579,Ufnaustraße,,,2500,Gebäudeblock in geschlossener Bauweise,7,,,,
5,,,AX_Gebaeude,F11__531676,,,1010,Wohnhaus,,11000001018660010,4200,Aus Katasterkarten digitalisiert,01866,Havelberger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,10,,,,
5,,,AX_Gebaeude,F11__531677,,,1010,Wohnhaus,,11000001022890101,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,101,,,,
5,,,AX_Gebaeude,F11__531678,,,1010,Wohnhaus,,11000001018660025,4200,Aus Katasterkarten digitalisiert,01866,Havelberger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,25,,,,
5,,,AX_Gebaeude,F11__531679,,,1010,Wohnhaus,,11000001021290040,4200,Aus Katasterkarten digitalisiert,02129,Huttenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,40,,,,
5,,,AX_Gebaeude,F11__531681,,,1010,Wohnhaus,,11000001027720019,4200,Aus Katasterkarten digitalisiert,02772,Levetzowstraße,19,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
6,,,AX_Gebaeude,F11__531682,,,1010,Wohnhaus,,11000001022190044,4200,Aus Katasterkarten digitalisiert,02219,Jagowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,44,,,,
1,,,AX_Gebaeude,F11__531683,,,3094,Gebäude zum U-Bahnhof,,11000001076440002,4200,Aus Katasterkarten digitalisiert,07644,U-Bhf. Hansaplatz,2,,,,,,,,
6,,,AX_Gebaeude,F11__531684,,,1010,Wohnhaus,,11000001022190027,4200,Aus Katasterkarten digitalisiert,02219,Jagowstraße,,,2500,Gebäudeblock in geschlossener Bauweise,27,,,,
1,,,AX_Gebaeude,F11__531686,,,2621,Müllbunker,,11000001022890097,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,97B,1,,,,,,,
4,,,AX_Gebaeude,F11__531687,,,3021,Allgemein bildende Schule,,11000001045690086,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,,,,,86,,,,
6,,,AX_Gebaeude,F11__531688,,,1010,Wohnhaus,,11000001005430044,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,2500,Gebäudeblock in geschlossener Bauweise,44S,,,,
1,,,AX_Gebaeude,F11__531690,,,2140,Gebäude für Vorratshaltung,,11000001035760068,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,68,6,,,,,,,
5,,,AX_Gebaeude,F11__531692,,,1010,Wohnhaus,,11000001000990043,4200,Aus Katasterkarten digitalisiert,00099,Alt-Moabit,43,2,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531695,,,1010,Wohnhaus,,11000001012070018,4200,Aus Katasterkarten digitalisiert,01207,Essener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,19,,,,
3,,,AX_Gebaeude,F11__531697,,,3032,Theater Oper,,11000001000990047,4200,Aus Katasterkarten digitalisiert,00099,Alt-Moabit,47,1,,,,,,,
5,,,AX_Gebaeude,F11__531698,,,1010,Wohnhaus,,11000001025800005,4200,Aus Katasterkarten digitalisiert,02580,Krefelder Straße,,,2500,Gebäudeblock in geschlossener Bauweise,5,,,,
2,,,AX_Gebaeude,F11__531700,,,2100,Gebäude für Gewerbe und Industrie,,11000001035760056,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,,,,,56,,,,
4,,,AX_Gebaeude,F11__531701,,,1010,Wohnhaus,,11000001037870036,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,36,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
1,,,AX_Gebaeude,F11__531703,,,3065,Kinderkrippe Kindergarten, Kindertagesstätte,,11000001011520011,4200,Aus Katasterkarten digitalisiert,01152,Emdener Straße,,,,,11,,,,
1,,,AX_Gebaeude,F11__531705,,,2463,Garage,,11000001017840057,4200,Aus Katasterkarten digitalisiert,01784,Händelallee,57,1,1300,Einzelgarage,,,,,
1,,,AX_Gebaeude,F11__531706,,,9998,Nach Quellenlage nicht zu spezifizieren,,11000001045690021,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,21,17,,,,,,2000,In ungenutztem Zustand
1,,,AX_Gebaeude,F11__531707,,,2140,Gebäude für Vorratshaltung,,11000001048170001,4200,Aus Katasterkarten digitalisiert,04817,Westhafenstraße,1,48,,,,,,,
,,,AX_Gebaeude,F11__531710,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000001004270024,4200,Aus Katasterkarten digitalisiert,00427,Bartningallee,24,2,,,,,,,
4,,,AX_Gebaeude,F11__531711,,,1010,Wohnhaus,,11000001012990011,4200,Aus Katasterkarten digitalisiert,01299,Flensburger Straße,11,2,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__531712,,,1010,Wohnhaus,,11000001033110005,4200,Aus Katasterkarten digitalisiert,03311,Oldenburger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,5,,,,
6,,,AX_Gebaeude,F11__531713,,,1010,Wohnhaus,,11000001045690044,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,,,2500,Gebäudeblock in geschlossener Bauweise,44,,,,
1,,,AX_Gebaeude,F11__531714,,,2523,Umformer,,11000001005740062,4200,Aus Katasterkarten digitalisiert,00574,Birkenstraße,62,101,,,,,,,
5,,,AX_Gebaeude,F11__531715,,,1010,Wohnhaus,,11000001007270059,4200,Aus Katasterkarten digitalisiert,00727,Bremer Straße,,,2500,Gebäudeblock in geschlossener Bauweise,59,,,,
